create_time,idppe,idbeacon,bluetooth_channel,rssi_1,rssi_2,rssi_3,rssi_4,az_1,az_2,az_3,az_4,el_1,el_2,el_3,el_4,x_ble,y_ble,z_ble,numObj,x,y,z,velocity,timestamp,real_xyz,distance
2025-08-13 22:05:52,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,5c6e753e-e891-47fc-e276-a328908f297c,11,-71.0,,-61.0,,1.8917935245687636,,0.617780934916733,,0.5321130347613366,,0.3551971130185008,,2.8335742950439453,-6.007896423339844,0.5133274793624878,19,"[4.15097, 4.22132, 4.29168, 4.36203, 4.36203, 4.15097, 4.22132, 4.29168, 4.36203, 4.43239, 4.15097, 4.22132, 4.29168, 4.36203, 4.43239, 4.15097, 4.22132, 4.29168, 4.36203]","[0.560203, 0.560258, 0.560379, 0.597564, 0.467283, 0.560717, 0.560956, 0.560994, 0.560903, 0.560186, 0.525648, 0.525856, 0.525978, 0.563519, 0.527111, 0.530109, 0.529211, 0.529195, 0.529939]","[0.0201887, 0.0241453, 0.0311206, 0.021533, -1.14149, 0.0452334, 0.0529582, 0.0540899, 0.0513613, 0.0187501, 0.0841109, 0.0882613, 0.0906067, 0.104512, 0.109962, 0.149337, 0.138763, 0.138559, 0.147389]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156, 0.44156]",2025-08-13 22:05:52,"[4.7, -6.865, 1.78]",4.408131690410349
2025-08-13 22:05:54,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,f6697dcd-cceb-2137-3b95-dafa2ac739e0,0,-74.0,,-63.0,,2.797050448618536,,0.5923112611995422,,0.4556333732618499,,0.3355192487505007,,3.068746328353882,-6.239736080169678,0.4746090173721313,12,"[4.15097, 4.22132, 4.29168, 4.22132, 4.29168, 5.83949, 4.15097, 4.22132, 4.29168, 4.15097, 4.22132, 4.29168]","[0.56923, 0.533915, 0.579885, 0.601202, 0.602325, 1.06833, 0.526014, 0.526756, 0.566769, 0.565996, 0.566907, 0.570255]","[0.16961, 0.187373, 0.247362, 0.105313, 0.119791, -1.0888, 0.0912861, 0.10429, 0.145313, 0.13675, 0.146786, 0.178703]","[0, 0, 0, 0.147187, 0.147187, 0.147187, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",2025-08-13 22:05:54,"[4.7, -6.865, 1.78]",4.408131690410349
2025-08-13 22:05:55,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,7adb350a-aa9e-0112-d2e6-ac60ac6476d4,32,-86.0,-86.0,-64.0,,2.7833804427431588,-1.4318983611934868,0.5921693147134411,,0.4412111908260939,0.7910760228414973,0.2846386905971826,,3.177504301071167,-6.37142276763916,0.5151142477989197,13,"[4.15097, 4.22132, 4.15097, 4.22132, 4.29168, 4.29168, 4.36203, 4.43239, 4.29168, 4.36203, 4.43239, 4.29168, 4.36203]","[0.608275, 0.652665, 0.612492, 0.661053, 0.436864, 1.1298, 0.560347, 0.564285, 0.525124, 0.527146, 0.566833, 0.530854, 0.530055]","[0.177242, 0.211684, 0.208142, 0.257223, -0.283172, 1.50163, 0.0294492, 0.115474, 0.0726006, 0.110507, 0.146008, 0.157551, 0.148718]","[0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156]",2025-08-13 22:05:55,"[4.7, -6.865, 1.78]",4.408131690410349
2025-08-13 22:05:56,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,c2d3765a-173c-19c1-f8c1-426aab8c228e,8,-77.0,-78.0,-63.0,,2.8824404479141825,-0.9406942770949118,0.5940138200844299,,0.4735141031367508,0.4377443875875696,0.3076085215781433,,3.2775278091430664,-6.456505298614502,0.5501837730407715,11,"[4.15097, 4.22132, 4.29168, 4.36203, 4.22132, 4.29168, 4.36203, 4.15097, 4.22132, 4.29168, 4.36203]","[0.488094, 0.526937, 0.528019, 0.528929, 0.523951, 0.524606, 0.526286, 0.453877, 0.48871, 0.525788, 0.526846]","[0.0287134, 0.107233, 0.123268, 0.135263, 0.0349254, 0.0590267, 0.0962572, -0.0659646, 0.0560385, 0.0869209, 0.105759]","[0, 0, 0, 0, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",2025-08-13 22:05:56,"[4.7, -6.865, 1.78]",4.408131690410349
2025-08-13 22:05:57,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,1e5ec8f4-98e1-5217-b71f-b663ae320a96,7,-78.0,-79.0,-63.0,-74.0,3.004962902288804,-0.8544946768278812,0.6135933804186925,-1.932448809137695,0.3883764050648756,0.4477887992444261,0.3737765897844114,0.334715040680324,,,,15,"[4.22132, 4.29168, 4.36203, 4.43239, 4.22132, 4.29168, 4.36203, 4.43239, 4.22132, 4.29168, 4.36203, 4.43239, 4.22132, 4.29168, 4.36203]","[0.5238, 0.523719, 0.561219, 0.563567, 0.523639, 0.524263, 0.525601, 0.565471, 0.524596, 0.525798, 0.527211, 0.568143, 0.527205, 0.528473, 0.529809]","[-0.0263669, 0.0204325, 0.0603506, 0.105236, -0.0118664, 0.047943, 0.0831319, 0.130608, 0.0587324, 0.0871176, 0.111521, 0.159364, 0.111424, 0.1294, 0.145884]","[0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.44156, 0.44156, 0.44156]",2025-08-13 22:05:57,"[4.7, -6.865, 1.78]",4.408131690410349
2025-08-13 22:05:58,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,75c665b9-e9ff-30f5-c114-9069585d72c0,28,-78.0,-81.0,-63.0,-82.0,3.005544004038659,-0.8652490539418392,0.5522131099306553,-1.937375790312396,0.3194582901379644,0.4239894934524466,0.345578274503839,0.4352645518490287,3.326058149337769,-6.507296085357666,0.5956594347953796,13,"[4.15097, 4.22132, 4.29168, 4.43239, 4.29168, 4.15097, 4.22132, 4.29168, 4.36203, 4.15097, 4.22132, 4.29168, 4.43239]","[0.52449, 0.529976, 0.498283, 0.566404, 0.524362, 0.523968, 0.525482, 0.526578, 0.493351, 0.52388, 0.527047, 0.494969, 0.563745]","[0.0555269, 0.14782, 0.196192, 0.141339, 0.05137, 0.0357532, 0.0806366, 0.101336, 0.142939, 0.0312263, 0.108975, 0.162456, 0.107859]","[0, 0, 0, 0, -0.44156, -0.294373, -0.294373, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187, -0.147187]",2025-08-13 22:05:58,"[4.7, -6.865, 1.78]",4.408131690410349
2025-08-13 22:05:59,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,bd8d02dd-7121-5cdd-d9f3-b810c910232e,7,-74.0,-80.0,-64.0,-75.0,2.973514165608276,-0.8515180616774995,0.5912350778030413,-1.8630316511120169,0.3470596245706819,0.3260194535365655,0.3991447304850429,0.4149397058837075,3.396079063415528,-6.530919551849365,0.645891547203064,15,"[4.08061, 4.15097, 4.22132, 4.29168, 4.36203, 4.08061, 4.15097, 4.22132, 4.29168, 4.36203, 4.08061, 4.15097, 4.22132, 4.29168, 4.36203]","[0.563541, 0.563606, 0.56443, 0.566104, 0.527379, 0.566774, 0.565957, 0.566775, 0.569728, 0.533595, 0.531581, 0.530331, 0.530992, 0.533257, 0.532897]","[0.10484, 0.105817, 0.117438, 0.137988, 0.114062, 0.145374, 0.136312, 0.14538, 0.174085, 0.184495, 0.16515, 0.151827, 0.159022, 0.181396, 0.178043]","[0, 0, 0, 0, 0, 0.147187, 0.147187, 0.147187, 0.147187, 0.147187, 0.294373, 0.294373, 0.294373, 0.294373, 0.294373]",2025-08-13 22:05:59,"[4.7, -6.865, 1.78]",4.408131690410349
2025-08-13 22:06:00,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,5909a562-d1d1-868c-ff7f-5ea64254c77e,17,-85.0,-81.0,-62.0,-84.0,2.915600531911195,-0.8513944910029199,0.5591434540353685,-2.0330780819810474,0.272543295361072,0.3504625785220716,0.3480012850426203,0.3312244021500435,3.4324917793273926,-6.4531121253967285,0.7301772236824036,6,"[4.43239, 4.36203, 4.43239, 4.22132, 4.36203, 4.43239]","[0.531317, 0.524845, 0.561626, 0.601954, 0.454123, 0.564793]","[0.162432, 0.0656328, 0.0702372, 0.115209, 0.0731987, 0.1222]","[0, -0.294373, -0.294373, -0.147187, -0.147187, -0.147187]",2025-08-13 22:06:00,"[4.7, -6.865, 1.78]",4.408131690410349
2025-08-13 22:06:01,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,dab05cda-0a43-505c-e9f5-8ab057fe51b9,12,-83.0,-85.0,-69.0,-72.0,3.0449108512722103,-0.8369204767944483,0.4704370202342461,-1.9817541740852584,0.2621405720243022,0.4040006052586389,0.4888083709609669,0.275395441020006,3.4186179637908936,-6.36457061767578,0.7891464233398438,9,"[4.08061, 4.15097, 4.22132, 4.08061, 4.15097, 4.22132, 4.15097, 4.22132, 4.29168]","[0.52409, 0.524754, 0.489225, 0.524138, 0.523604, 0.523612, 0.568129, 0.604052, 0.602354]","[-0.0412164, -0.0632011, -0.0712308, 0.0431818, 0.00425911, 0.00681295, 0.159224, 0.139046, 0.120136]","[0, 0, 0, 0.147187, 0.147187, 0.147187, -0.147187, -0.147187, -0.147187]",2025-08-13 22:06:01,"[4.7, -6.865, 1.78]",4.408131690410349
2025-08-13 22:06:02,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,ff60dada-0c37-06cc-dc1f-64715d141fd4,22,-85.0,-81.0,-64.0,-81.0,2.9852219543924825,-0.7978319298948102,0.4522718647549246,-1.974092392787155,0.2610044675032744,0.4097486389974114,0.4564685738692123,0.2956527259174233,3.40467119216919,-6.3347430229187,0.8566888570785522,8,"[4.22132, 4.29168, 4.36203, 4.43239, 4.15097, 4.22132, 4.29168, 4.36203]","[0.60559, 0.567468, 0.560689, 0.56113, 0.649652, 0.562829, 0.563754, 0.560088]","[0.154124, 0.152634, -0.0442033, 0.057962, 0.19238, 0.0935007, 0.108, -0.00644355]","[0, 0, 0, 0, 0.147187, -0.147187, -0.147187, -0.147187]",2025-08-13 22:06:02,"[4.7, -6.865, 1.78]",4.408131690410349
