create_time,idppe,idbeacon,bluetooth_channel,rssi_1,rssi_2,rssi_3,rssi_4,az_1,az_2,az_3,az_4,el_1,el_2,el_3,el_4,x_ble,y_ble,z_ble,numObj,x,y,z,velocity,timestamp,real_xyz,distance
2025-08-13 22:15:31,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,7e2f1abe-2ea6-6a8f-1b3e-a83d4ae8fdd2,6,,,-76.0,-79.0,,,1.2271899566306932,2.541323600736985,,,0.608639368158927,0.2668008376158318,2.136664628982544,-3.441467761993408,-0.671907901763916,1,[7.2466],[-0.641313],[0.122699],[0.147187],2025-08-13 22:15:31,"[7.144, -0.863, 1.78]",7.157001117786695
2025-08-13 22:15:32,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,daa20572-c779-b68c-3383-bb8aed50eec8,21,-78.0,-80.0,-77.0,-80.0,2.2158506944351317,-1.5638551968877683,1.2353115326909987,2.5857222245341323,0.283534610588263,0.2905139901465473,0.5937460392368223,0.2757288854332408,2.280142545700073,-3.1056528091430664,-0.767486572265625,1,[7.03553],[-0.614026],[0.218207],[0.147187],2025-08-13 22:15:32,"[7.144, -0.863, 1.78]",7.157001117786695
2025-08-13 22:15:34,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,c43833e1-f1ea-a5ff-8a54-679e98aacd5b,22,,-87.0,-74.0,-93.0,,-1.4840110974041574,1.428271402104908,2.675637999786259,,0.3382461259696601,0.6016304608020566,0.2763965732080372,2.5431692600250244,-2.50959038734436,-0.9596675634384156,1,[6.96518],[-0.60693],[0.166085],[-0.147187],2025-08-13 22:15:34,"[7.144, -0.863, 1.78]",7.157001117786695
2025-08-13 22:15:35,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,e2e7733f-6b74-98fb-2473-bba7f9c2fd7e,8,,-82.0,-75.0,-97.0,,-1.441379480990278,1.4083941003607745,2.867130467439535,,0.2899861183289799,0.5531662885743083,0.3619468282222793,2.728196620941162,-2.18773365020752,-1.0385745763778689,6,"[6.89482, 6.96518, 6.89482, 6.96518, 7.03553, 6.96518]","[-0.567781, -0.56887, -0.609821, -0.573548, -0.572985, -0.578161]","[0.155786, 0.166285, 0.189206, 0.205035, 0.200794, 0.236677]","[0, 0, 0.147187, 0.147187, 0.147187, 0.294373]",2025-08-13 22:15:35,"[7.144, -0.863, 1.78]",7.157001117786695
2025-08-13 22:15:36,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,fd395ab1-aa6a-b035-76dd-887dc986bc01,27,,-77.0,-75.0,-75.0,,-1.4335244873550892,1.5293671276131875,2.7203679208230125,,0.2377363291907112,0.5059825974881836,0.3541500246569089,3.0656917095184326,-1.8198679685592647,-0.819939374923706,1,[7.03553],[-0.611308],[0.199985],[0.147187],2025-08-13 22:15:36,"[7.144, -0.863, 1.78]",7.157001117786695
2025-08-13 22:15:37,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,cca1b9be-12df-07dc-9645-0c131931f850,28,,-82.0,-77.0,-79.0,,-1.438822313711584,1.5054918884406274,2.5695371293252847,,0.1953967783246294,0.3967413940488145,0.4071719973532461,3.414581537246704,-1.7441487312316897,-0.652118444442749,1,[7.10589],[-0.574654],[0.213092],[0.294373],2025-08-13 22:15:37,"[7.144, -0.863, 1.78]",7.157001117786695
2025-08-13 22:15:42,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,9d8b185d-7f91-1db5-6c70-2850d7627006,5,-81.0,-78.0,-76.0,-84.0,2.2337972043889573,-1.6654746330244126,1.5707249540776824,2.660313105609508,0.6386573881228368,0.1761795577014289,0.3986772125556795,0.5356553386167647,5.116954803466797,-1.4950251579284668,-0.4425744414329529,3,"[7.03553, 6.96518, 7.03553]","[-0.609955, -0.612244, -0.610255]","[0.190206, 0.20646, 0.192416]","[0, -0.147187, -0.147187]",2025-08-13 22:15:42,"[7.144, -0.863, 1.78]",7.157001117786695
2025-08-13 22:15:44,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,09db454b-02e8-86d1-603f-195deba8f56a,17,-80.0,,-74.0,-94.0,2.3907980075001807,,1.4778930174319185,2.754868640112771,0.4926820719245418,,0.3674846719720174,0.3462216276441749,5.51173210144043,-1.5807312726974487,-0.706343710422516,4,"[6.96518, 7.03553, 7.10589, 7.2466]","[-0.620462, -0.588468, -0.578271, -0.652583]","[0.255751, 0.294124, 0.237377, 0.211181]","[0.147187, 0.147187, 0.294373, -0.147187]",2025-08-13 22:15:44,"[7.144, -0.863, 1.78]",7.157001117786695
2025-08-13 22:15:46,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,35e952cb-e9a8-8adc-f9b8-8347d97e01ae,0,-86.0,,-85.0,-80.0,2.402979306326203,,1.564897957612589,2.78569419709822,0.4491234757142329,,0.3033119439229775,0.2885732447916656,5.756990909576416,-1.9370466470718384,-0.501847743988037,4,"[6.89482, 6.96518, 6.89482, 6.96518]","[-0.647276, -0.650938, -0.653823, -0.65896]","[0.175528, 0.200866, 0.218604, 0.246744]","[-0.44156, -0.44156, -0.294373, -0.294373]",2025-08-13 22:15:46,"[7.144, -0.863, 1.78]",7.157001117786695
2025-08-13 22:15:48,72828ff7-3ccc-0c5d-596b-8331ba7d4f39,5b44bbad-6f29-63e3-6853-d55c4af0023a,19,-75.0,-78.0,-75.0,-81.0,2.502225200141313,-1.4369714167539789,1.6227306312125316,2.6974210596064534,0.3856424038898003,0.227874627029391,0.2548208737682194,0.4677569813607585,5.786243438720703,-2.122144937515259,-0.4710323810577392,1,[6.89482],[-0.615724],[0.228785],[0.147187],2025-08-13 22:15:48,"[7.144, -0.863, 1.78]",7.157001117786695
